image_name,labels
BRATS_301.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_450.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_262.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_362.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_433.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_442.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_313.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_213.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_421.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_370.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_270.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_192.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_325.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_474.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_092.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_225.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_358.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_409.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_258.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_346.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_417.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_246.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_237.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_080.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_466.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_337.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_180.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_229.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_478.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_329.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_254.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_405.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_354.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_283.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_034.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_383.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_134.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_049.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_149.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_057.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_157.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_126.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_391.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_026.nii.gz,"background,edema,non-enhancing tumor"
BRATS_291.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_138.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_038.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_145.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_045.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_110.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_010.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_173.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_073.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_002.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_102.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_061.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_161.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_147.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_047.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_124.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_393.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_024.nii.gz,"background,edema,non-enhancing tumor"
BRATS_293.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_159.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_059.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_028.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_128.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_055.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_155.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_281.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_036.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_381.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_136.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_063.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_163.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_100.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_171.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_071.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_112.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_012.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_423.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_372.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_272.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_440.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_311.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_211.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_260.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_360.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_431.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_203.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_303.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_452.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_256.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_407.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_356.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_235.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_082.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_464.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_335.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_182.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_248.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_419.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_348.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_339.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_468.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_239.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_344.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_415.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_244.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_190.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_327.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_476.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_090.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
BRATS_227.nii.gz,"background,edema,non-enhancing tumor,enhancing tumour"
